Latitude,Longitude,Elevation
-27.636277,27.235899,1407.601684570312
-27.6362785,27.2359,1407.598022460938
-27.63628,27.235901,1407.594360351562
-27.63628,27.235902,1407.592895507812
-27.63628,27.235903,1407.591430664062
-27.63628,27.235904,1407.589965820312
-27.63628,27.235905,1407.588500976562
-27.636281,27.235905,1407.587036132812
-27.636282,27.235905,1407.585571289062
-27.636283,27.235905,1407.584106445312
-27.636284,27.235905,1407.582763671875
-27.636284,27.235906,1407.581298828125
-27.636284,27.235907,1407.579833984375
